Activity type,Duration,From,To,Comment
Thesis,0:37,6/21/2021 22:05,6/21/2021 22:42,
Internet,0:12,6/21/2021 21:52,6/21/2021 22:05,
Gaming,0:42,6/21/2021 21:10,6/21/2021 21:52,
Thesis,0:56,6/21/2021 20:14,6/21/2021 21:10,
Internet,0:00,6/21/2021 19:06,6/21/2021 19:06,
Eat,1:07,6/21/2021 19:06,6/21/2021 20:14,
Relaxing,0:00,6/21/2021 19:06,6/21/2021 19:06,
"""Reading""",2:29,6/21/2021 16:36,6/21/2021 19:06,
Makin'/Fixin',0:26,6/21/2021 16:10,6/21/2021 16:36,
Gaming,0:53,6/21/2021 15:16,6/21/2021 16:10,
Thesis,1:01,6/21/2021 14:15,6/21/2021 15:16,
Shop,0:20,6/21/2021 13:55,6/21/2021 14:15,
Entertainment,3:59,6/21/2021 9:55,6/21/2021 13:55,
Gaming,0:47,6/21/2021 9:08,6/21/2021 9:55,
Eat,0:45,6/21/2021 8:22,6/21/2021 9:08,
"""Reading""",0:17,6/21/2021 8:05,6/21/2021 8:22,
Housework,0:14,6/21/2021 7:51,6/21/2021 8:05,
Sleep-ternet,0:50,6/21/2021 7:00,6/21/2021 7:51,
Sleep,7:00,6/21/2021 0:00,6/21/2021 7:00,
Sleep-ternet,0:25,6/20/2021 23:34,6/21/2021 0:00,
Housework,0:14,6/20/2021 23:20,6/20/2021 23:34,
Gaming,1:50,6/20/2021 21:30,6/20/2021 23:20,
Work,3:05,6/20/2021 18:24,6/20/2021 21:30,
Eat,0:00,6/20/2021 18:24,6/20/2021 18:24,
Internet,0:00,6/20/2021 18:24,6/20/2021 18:24,
"""Reading""",2:07,6/20/2021 16:17,6/20/2021 18:24,
Entertainment,0:31,6/20/2021 15:46,6/20/2021 16:17,
Shop,0:00,6/20/2021 15:45,6/20/2021 15:46,
Gaming,1:45,6/20/2021 14:00,6/20/2021 15:45,
"""Reading""",0:06,6/20/2021 13:53,6/20/2021 14:00,
Makin'/Fixin',1:38,6/20/2021 12:15,6/20/2021 13:53,
Entertainment,1:40,6/20/2021 10:35,6/20/2021 12:15,
Getting Ready,0:21,6/20/2021 10:13,6/20/2021 10:35,
Entertainment,0:58,6/20/2021 9:15,6/20/2021 10:13,
"""Reading""",0:16,6/20/2021 8:58,6/20/2021 9:15,
Internet,0:54,6/20/2021 8:04,6/20/2021 8:58,
"""Reading""",0:23,6/20/2021 7:40,6/20/2021 8:04,
Transport,0:40,6/20/2021 7:00,6/20/2021 7:40,
Shop,0:05,6/20/2021 6:55,6/20/2021 7:00,
Eat,0:25,6/20/2021 6:30,6/20/2021 6:55,
Sleep,8:00,6/19/2021 22:30,6/20/2021 6:30,
Sleep-ternet,0:24,6/19/2021 22:05,6/19/2021 22:30,
Date,9:05,6/19/2021 13:00,6/19/2021 22:05,
Transport,0:45,6/19/2021 12:30,6/19/2021 13:15,
"""Reading""",0:06,6/19/2021 12:23,6/19/2021 12:30,
Eat,0:20,6/19/2021 12:02,6/19/2021 12:23,
Internet,0:49,6/19/2021 11:13,6/19/2021 12:02,
Gaming,1:11,6/19/2021 10:02,6/19/2021 11:13,
Eat,0:20,6/19/2021 9:42,6/19/2021 10:02,
Internet,1:12,6/19/2021 8:30,6/19/2021 9:42,
Admin,0:30,6/19/2021 8:00,6/19/2021 8:30,
Sleep-ternet,1:30,6/19/2021 6:30,6/19/2021 8:00,
Sleep,6:30,6/19/2021 0:00,6/19/2021 6:30,
Sleep-ternet,0:59,6/18/2021 23:01,6/19/2021 0:00,
Internet,1:36,6/18/2021 21:24,6/18/2021 23:01,
Thesis,0:29,6/18/2021 20:55,6/18/2021 21:24,
"""Reading""",0:18,6/18/2021 20:37,6/18/2021 20:55,
Internet,0:27,6/18/2021 20:10,6/18/2021 20:37,
Thesis,1:03,6/18/2021 19:06,6/18/2021 20:10,
Entertainment,0:11,6/18/2021 18:54,6/18/2021 19:06,
Eat,1:02,6/18/2021 17:52,6/18/2021 18:54,
Housework,0:19,6/18/2021 17:32,6/18/2021 17:52,
Shop,0:21,6/18/2021 17:10,6/18/2021 17:32,
Thesis,0:55,6/18/2021 16:15,6/18/2021 17:10,
Entertainment,0:07,6/18/2021 16:07,6/18/2021 16:15,
Thesis,1:28,6/18/2021 14:38,6/18/2021 16:07,
"""Reading""",0:04,6/18/2021 14:33,6/18/2021 14:38,
Thesis,0:04,6/18/2021 14:28,6/18/2021 14:33,
Admin,0:18,6/18/2021 14:10,6/18/2021 14:28,
Thesis,1:49,6/18/2021 12:20,6/18/2021 14:10,
Gaming,0:26,6/18/2021 11:53,6/18/2021 12:20,
Eat,0:02,6/18/2021 11:51,6/18/2021 11:53,
Shop,0:30,6/18/2021 11:20,6/18/2021 11:51,
Entertainment,0:31,6/18/2021 10:49,6/18/2021 11:20,
Thesis,2:17,6/18/2021 8:31,6/18/2021 10:49,
Sleep-ternet,2:01,6/18/2021 6:30,6/18/2021 8:31,
Sleep,5:50,6/18/2021 0:39,6/18/2021 6:30,
Sleep-ternet,0:35,6/18/2021 0:03,6/18/2021 0:39,
Gaming,2:40,6/17/2021 21:23,6/18/2021 0:03,
Thesis,0:20,6/17/2021 21:03,6/17/2021 21:23,
Gaming,8:12,6/17/2021 12:51,6/17/2021 21:03,
Shop,0:21,6/17/2021 12:30,6/17/2021 12:51,
"""Reading""",0:16,6/17/2021 12:13,6/17/2021 12:30,
Gaming,1:13,6/17/2021 11:00,6/17/2021 12:13,
Internet,1:00,6/17/2021 10:00,6/17/2021 11:00,
Doc,1:00,6/17/2021 9:00,6/17/2021 10:00,
Sleep-ternet,3:08,6/17/2021 5:51,6/17/2021 9:00,
Sleep,0:00,6/17/2021 5:51,6/17/2021 5:51,
Sleep-ternet,9:48,6/16/2021 20:02,6/17/2021 5:51,
Thesis,0:21,6/16/2021 19:41,6/16/2021 20:02,
Transport,12:10,6/16/2021 7:31,6/16/2021 19:41,
Thesis,0:35,6/16/2021 6:55,6/16/2021 7:31,
Eat,0:00,6/16/2021 6:32,6/16/2021 6:32,
Eat,0:23,6/16/2021 6:32,6/16/2021 6:55,
Getting Ready,0:16,6/16/2021 6:15,6/16/2021 6:32,
Sleep-ternet,0:27,6/16/2021 5:48,6/16/2021 6:15,
Sleep,5:31,6/16/2021 0:16,6/16/2021 5:48,
Sleep-ternet,1:44,6/15/2021 22:32,6/16/2021 0:16,
Internet,0:19,6/15/2021 22:12,6/15/2021 22:32,
Work,1:02,6/15/2021 21:10,6/15/2021 22:12,
Thesis,2:39,6/15/2021 18:30,6/15/2021 21:10,
Friends,1:09,6/15/2021 17:21,6/15/2021 18:30,
Shop,0:08,6/15/2021 17:12,6/15/2021 17:21,
Thesis,1:49,6/15/2021 15:22,6/15/2021 17:12,
Internet,0:00,6/15/2021 15:22,6/15/2021 15:22,
Entertainment,0:22,6/15/2021 15:00,6/15/2021 15:22,
Shop,0:30,6/15/2021 14:30,6/15/2021 15:00,
Internet,2:00,6/15/2021 12:30,6/15/2021 14:30,
Nap,2:00,6/15/2021 10:30,6/15/2021 12:30,
Gaming,2:30,6/15/2021 8:00,6/15/2021 10:30,
Eat,0:30,6/15/2021 7:30,6/15/2021 8:00,
Sleep,12:00,6/14/2021 19:30,6/15/2021 7:30,
Date,5:00,6/14/2021 14:30,6/14/2021 19:30,
Entertainment,1:30,6/14/2021 13:00,6/14/2021 14:30,
Eat,0:30,6/14/2021 12:30,6/14/2021 13:00,
Internet,2:00,6/14/2021 10:30,6/14/2021 12:30,
Makin'/Fixin',1:00,6/14/2021 9:30,6/14/2021 10:30,
Shop,0:30,6/14/2021 9:00,6/14/2021 9:30,
Gaming,2:47,6/14/2021 6:12,6/14/2021 9:00,
Housework,0:12,6/14/2021 6:00,6/14/2021 6:12,
Sleep-ternet,1:09,6/14/2021 4:50,6/14/2021 6:00,
Sleep,6:40,6/13/2021 22:10,6/14/2021 4:50,
Sleep-ternet,0:30,6/13/2021 21:39,6/13/2021 22:10,
Entertainment,1:11,6/13/2021 20:28,6/13/2021 21:39,
Gaming,2:09,6/13/2021 18:19,6/13/2021 20:28,
Internet,1:49,6/13/2021 16:30,6/13/2021 18:19,
Transport,2:00,6/13/2021 14:30,6/13/2021 16:30,
Travel,3:30,6/13/2021 11:00,6/13/2021 14:30,
Eat,1:00,6/13/2021 10:00,6/13/2021 11:00,
Relaxing,4:59,6/13/2021 5:30,6/13/2021 10:30,
Sleep,6:50,6/12/2021 22:40,6/13/2021 5:30,
Sleep-ternet,0:07,6/12/2021 22:32,6/12/2021 22:40,
Friends,8:32,6/12/2021 14:00,6/12/2021 22:32,
Transport,2:00,6/12/2021 12:00,6/12/2021 14:00,
Shop,0:30,6/12/2021 11:30,6/12/2021 12:00,
Transport,0:30,6/12/2021 11:00,6/12/2021 11:30,
Eat,0:29,6/12/2021 10:31,6/12/2021 11:00,
Reading,1:49,6/12/2021 8:41,6/12/2021 10:31,
Transport,0:31,6/12/2021 8:10,6/12/2021 8:41,
Relaxing,1:34,6/12/2021 6:35,6/12/2021 8:10,
Sleep,8:05,6/11/2021 22:30,6/12/2021 6:35,
Friends,6:00,6/11/2021 16:30,6/11/2021 22:30,
Entertainment,2:00,6/11/2021 14:30,6/11/2021 16:30,
Transport,1:30,6/11/2021 13:00,6/11/2021 14:30,
Entertainment,1:30,6/11/2021 11:30,6/11/2021 13:00,
Transport,1:00,6/11/2021 10:30,6/11/2021 11:30,
Friends,2:00,6/11/2021 8:30,6/11/2021 10:30,
Transport,0:30,6/11/2021 8:00,6/11/2021 8:30,
Getting Ready,0:15,6/11/2021 7:45,6/11/2021 8:00,
Meeting,1:45,6/11/2021 6:00,6/11/2021 7:45,
Admin,0:39,6/11/2021 5:20,6/11/2021 6:00,
Sleep-ternet,0:40,6/11/2021 4:40,6/11/2021 5:20,
Sleep,6:09,6/10/2021 22:30,6/11/2021 4:40,
Sleep-ternet,0:23,6/10/2021 22:07,6/10/2021 22:30,
Thesis,1:44,6/10/2021 20:23,6/10/2021 22:07,
Internet,0:20,6/10/2021 20:03,6/10/2021 20:23,
Thesis,0:18,6/10/2021 19:44,6/10/2021 20:03,
Makin'/Fixin',0:07,6/10/2021 19:36,6/10/2021 19:44,
Thesis,0:11,6/10/2021 19:24,6/10/2021 19:36,
Internet,0:13,6/10/2021 19:10,6/10/2021 19:24,
Getting Ready,0:29,6/10/2021 18:40,6/10/2021 19:10,
Internet,1:37,6/10/2021 17:03,6/10/2021 18:40,
Eat,0:06,6/10/2021 16:57,6/10/2021 17:03,
"""Reading""",0:14,6/10/2021 16:42,6/10/2021 16:57,
Internet,1:07,6/10/2021 15:35,6/10/2021 16:42,
"""Reading""",0:14,6/10/2021 15:20,6/10/2021 15:35,
Internet,0:03,6/10/2021 15:17,6/10/2021 15:20,
Eat,0:16,6/10/2021 15:00,6/10/2021 15:17,
Transport,0:15,6/10/2021 14:45,6/10/2021 15:00,
Shop,0:15,6/10/2021 14:30,6/10/2021 14:45,
Date,6:30,6/10/2021 8:00,6/10/2021 14:30,
Sleep,7:29,6/10/2021 0:30,6/10/2021 8:00,
Date,9:24,6/9/2021 15:05,6/10/2021 0:30,
Doc,1:05,6/9/2021 14:00,6/9/2021 15:05,
Thesis,2:09,6/9/2021 11:50,6/9/2021 14:00,
Eat,0:07,6/9/2021 11:43,6/9/2021 11:50,
Entertainment,0:14,6/9/2021 11:28,6/9/2021 11:43,
Thesis,1:32,6/9/2021 9:55,6/9/2021 11:28,
Makin'/Fixin',0:41,6/9/2021 9:13,6/9/2021 9:55,
Thesis,1:16,6/9/2021 7:57,6/9/2021 9:13,
Eat,0:13,6/9/2021 7:43,6/9/2021 7:57,
Sleep-ternet,1:22,6/9/2021 6:21,6/9/2021 7:43,
Sleep,8:54,6/8/2021 21:26,6/9/2021 6:21,
Sleep-ternet,0:15,6/8/2021 21:11,6/8/2021 21:26,
Entertainment,0:49,6/8/2021 20:21,6/8/2021 21:11,
Getting Ready,0:04,6/8/2021 20:17,6/8/2021 20:21,
"""Reading""",0:26,6/8/2021 19:50,6/8/2021 20:17,
Internet,0:20,6/8/2021 19:29,6/8/2021 19:50,
Thesis,1:21,6/8/2021 18:08,6/8/2021 19:29,
Gaming,0:20,6/8/2021 17:48,6/8/2021 18:08,
Eat,0:17,6/8/2021 17:30,6/8/2021 17:48,
Shop,0:20,6/8/2021 17:10,6/8/2021 17:30,
"""Reading""",0:18,6/8/2021 16:51,6/8/2021 17:10,
Thesis,0:40,6/8/2021 16:10,6/8/2021 16:51,
Entertainment,1:32,6/8/2021 14:37,6/8/2021 16:10,
Internet,0:10,6/8/2021 14:27,6/8/2021 14:37,
Eat,0:39,6/8/2021 13:48,6/8/2021 14:27,
Thesis,4:29,6/8/2021 9:18,6/8/2021 13:48,
Internet,0:13,6/8/2021 9:05,6/8/2021 9:18,
"""Reading""",0:19,6/8/2021 8:46,6/8/2021 9:05,
Entertainment,0:27,6/8/2021 8:18,6/8/2021 8:46,
Internet,0:09,6/8/2021 8:09,6/8/2021 8:18,
Thesis,0:58,6/8/2021 7:11,6/8/2021 8:09,
Getting Ready,0:08,6/8/2021 7:03,6/8/2021 7:11,
Eat,0:17,6/8/2021 6:45,6/8/2021 7:03,
Housework,0:14,6/8/2021 6:30,6/8/2021 6:45,
Internet,0:10,6/8/2021 6:20,6/8/2021 6:30,
Getting Ready,0:18,6/8/2021 6:02,6/8/2021 6:20,
"""Reading""",0:03,6/8/2021 5:59,6/8/2021 6:02,
Sleep,5:09,6/8/2021 0:49,6/8/2021 5:59,
Sleep-ternet,2:04,6/7/2021 22:45,6/8/2021 0:49,
Internet,1:45,6/7/2021 21:00,6/7/2021 22:45,
Gaming,4:00,6/7/2021 17:00,6/7/2021 21:00,
Eat,0:30,6/7/2021 16:30,6/7/2021 17:00,
Shop,0:30,6/7/2021 16:00,6/7/2021 16:30,
Entertainment,1:30,6/7/2021 14:30,6/7/2021 16:00,
Makin'/Fixin',2:30,6/7/2021 12:00,6/7/2021 14:30,
Internet,2:00,6/7/2021 10:00,6/7/2021 12:00,
"""Reading""",1:08,6/7/2021 8:51,6/7/2021 10:00,
Internet,1:27,6/7/2021 7:23,6/7/2021 8:51,
Eat,0:15,6/7/2021 7:08,6/7/2021 7:23,
Sleep-ternet,1:05,6/7/2021 6:03,6/7/2021 7:08,
Sleep,7:58,6/6/2021 22:05,6/7/2021 6:03,
Internet,2:16,6/6/2021 19:48,6/6/2021 22:05,
Internet,0:11,6/6/2021 19:37,6/6/2021 19:48,
Entertainment,1:36,6/6/2021 18:00,6/6/2021 19:37,
Eat,0:53,6/6/2021 17:07,6/6/2021 18:00,
"""Reading""",0:19,6/6/2021 16:47,6/6/2021 17:07,
Internet,3:20,6/6/2021 13:27,6/6/2021 16:47,
Shop,0:17,6/6/2021 13:10,6/6/2021 13:27,
Gaming,3:12,6/6/2021 9:57,6/6/2021 13:10,
Internet,0:06,6/6/2021 9:51,6/6/2021 9:57,
Housework,1:00,6/6/2021 8:50,6/6/2021 9:51,
"""Reading""",0:17,6/6/2021 8:32,6/6/2021 8:50,
Gaming,0:59,6/6/2021 7:33,6/6/2021 8:32,
Internet,0:54,6/6/2021 6:38,6/6/2021 7:33,
"""Reading""",0:23,6/6/2021 6:15,6/6/2021 6:38,
Sleep-ternet,1:15,6/6/2021 5:00,6/6/2021 6:15,
Sleep,5:00,6/6/2021 0:00,6/6/2021 5:00,
Sleep-ternet,1:00,6/5/2021 23:00,6/6/2021 0:00,
Internet,3:00,6/5/2021 20:00,6/5/2021 23:00,
Date,10:30,6/5/2021 9:30,6/5/2021 20:00,
Transport,0:30,6/5/2021 9:00,6/5/2021 9:30,
Thesis,2:00,6/5/2021 7:00,6/5/2021 9:00,
Internet,1:15,6/5/2021 5:45,6/5/2021 7:00,
Eat,0:45,6/5/2021 5:00,6/5/2021 5:45,
Sleep,8:00,6/4/2021 21:00,6/5/2021 5:00,
Internet,3:00,6/4/2021 18:00,6/4/2021 21:00,
Eat,0:30,6/4/2021 17:30,6/4/2021 18:00,
Date,8:00,6/4/2021 9:30,6/4/2021 17:30,
Transport,0:30,6/4/2021 9:00,6/4/2021 9:30,
Getting Ready,0:54,6/4/2021 8:05,6/4/2021 9:00,
Housework,0:44,6/4/2021 7:20,6/4/2021 8:05,
Meeting,0:20,6/4/2021 7:00,6/4/2021 7:20,
Sleep-ternet,1:14,6/4/2021 5:45,6/4/2021 7:00,
Sleep,8:12,6/3/2021 21:33,6/4/2021 5:45,
Sleep-ternet,0:50,6/3/2021 20:43,6/3/2021 21:33,
Internet,0:52,6/3/2021 19:50,6/3/2021 20:43,
Date,0:50,6/3/2021 19:00,6/3/2021 19:50,
Internet,1:42,6/3/2021 17:18,6/3/2021 19:00,
Thesis,1:34,6/3/2021 15:44,6/3/2021 17:18,
Entertainment,0:30,6/3/2021 15:13,6/3/2021 15:44,
Thesis,0:22,6/3/2021 14:50,6/3/2021 15:13,
Internet,1:20,6/3/2021 13:30,6/3/2021 14:50,
Gaming,1:55,6/3/2021 11:35,6/3/2021 13:30,
"""Reading""",0:13,6/3/2021 11:21,6/3/2021 11:35,
Eat,0:16,6/3/2021 11:05,6/3/2021 11:21,
Transport,0:25,6/3/2021 10:40,6/3/2021 11:05,
Shop,0:40,6/3/2021 10:00,6/3/2021 10:40,
Admin,1:19,6/3/2021 8:40,6/3/2021 10:00,
Transport,0:33,6/3/2021 8:07,6/3/2021 8:40,
Getting Ready,0:17,6/3/2021 7:50,6/3/2021 8:07,
Sleep-ternet,1:45,6/3/2021 6:04,6/3/2021 7:50,
Sleep,7:26,6/2/2021 22:37,6/3/2021 6:04,
Sleep-ternet,0:55,6/2/2021 21:41,6/2/2021 22:37,
Thesis,0:31,6/2/2021 21:10,6/2/2021 21:41,
Entertainment,0:29,6/2/2021 20:40,6/2/2021 21:10,
Thesis,1:55,6/2/2021 18:45,6/2/2021 20:40,
Gaming,3:15,6/2/2021 15:30,6/2/2021 18:45,
Shop,0:30,6/2/2021 15:00,6/2/2021 15:30,
Linda,2:00,6/2/2021 13:00,6/2/2021 15:00,
Relaxing,1:00,6/2/2021 12:00,6/2/2021 13:00,
"""Reading""",0:30,6/2/2021 11:30,6/2/2021 12:00,
Internet,4:16,6/2/2021 7:14,6/2/2021 11:30,
Eat,0:14,6/2/2021 7:00,6/2/2021 7:14,
Sleep,1:30,6/2/2021 5:30,6/2/2021 7:00,
Sleep-ternet,0:38,6/2/2021 4:51,6/2/2021 5:30,
Sleep,0:00,6/2/2021 4:51,6/2/2021 4:51,
Sleep-ternet,7:33,6/1/2021 21:17,6/2/2021 4:51,
Thesis,0:17,6/1/2021 21:00,6/1/2021 21:17,
Internet,1:26,6/1/2021 19:33,6/1/2021 21:00,
Housework,0:00,6/1/2021 19:33,6/1/2021 19:33,
Thesis,0:52,6/1/2021 18:40,6/1/2021 19:33,
Eat,0:55,6/1/2021 17:45,6/1/2021 18:40,
Internet,2:37,6/1/2021 15:07,6/1/2021 17:45,
Shop,0:55,6/1/2021 14:12,6/1/2021 15:07,
Gaming,3:42,6/1/2021 10:30,6/1/2021 14:12,
Entertainment,1:15,6/1/2021 9:15,6/1/2021 10:30,
Sleep,3:15,6/1/2021 6:00,6/1/2021 9:15,
"""Reading""",0:26,6/1/2021 5:33,6/1/2021 6:00,
Sleep-ternet,0:29,6/1/2021 5:03,6/1/2021 5:33,
Sleep,0:00,6/1/2021 5:03,6/1/2021 5:03,
Sleep-ternet,0:00,6/1/2021 5:03,6/1/2021 5:03,
Entertainment,7:37,5/31/2021 21:26,6/1/2021 5:03,
Sleep-ternet,0:00,5/31/2021 21:26,5/31/2021 21:26,
Entertainment,1:46,5/31/2021 19:40,5/31/2021 21:26,
Housework,0:20,5/31/2021 19:19,5/31/2021 19:40,
"""Reading""",0:12,5/31/2021 19:07,5/31/2021 19:19,
Gaming,0:00,5/31/2021 19:06,5/31/2021 19:07,
Eat,1:06,5/31/2021 18:00,5/31/2021 19:06,
Gaming,4:00,5/31/2021 14:00,5/31/2021 18:00,
Relaxing,1:00,5/31/2021 13:00,5/31/2021 14:00,
Internet,2:30,5/31/2021 10:30,5/31/2021 13:00,
"""Reading""",0:15,5/31/2021 10:14,5/31/2021 10:30,
Gaming,0:44,5/31/2021 9:30,5/31/2021 10:14,
Thesis,0:52,5/31/2021 8:38,5/31/2021 9:30,
Shop,0:29,5/31/2021 8:08,5/31/2021 8:38,
Internet,0:17,5/31/2021 7:50,5/31/2021 8:08,
Eat,0:28,5/31/2021 7:22,5/31/2021 7:50,
Sleep-ternet,0:57,5/31/2021 6:25,5/31/2021 7:22,
Sleep,0:00,5/31/2021 6:25,5/31/2021 6:25,
Sleep-ternet,1:32,5/31/2021 4:52,5/31/2021 6:25,
Sleep,7:07,5/30/2021 21:45,5/31/2021 4:52,
Sleep-ternet,0:28,5/30/2021 21:16,5/30/2021 21:45,
Thesis,0:31,5/30/2021 20:45,5/30/2021 21:16,
Internet,1:55,5/30/2021 18:50,5/30/2021 20:45,
"""Reading""",0:14,5/30/2021 18:35,5/30/2021 18:50,
Entertainment,0:40,5/30/2021 17:55,5/30/2021 18:35,
"""Reading""",0:21,5/30/2021 17:34,5/30/2021 17:55,
Eat,1:01,5/30/2021 16:32,5/30/2021 17:34,
Internet,2:20,5/30/2021 14:12,5/30/2021 16:32,
Housework,0:30,5/30/2021 13:41,5/30/2021 14:12,
Housework,0:05,5/30/2021 13:34,5/30/2021 13:40,
Relaxing,0:34,5/30/2021 13:00,5/30/2021 13:34,
Internet,0:29,5/30/2021 12:30,5/30/2021 13:00,
Shop,0:30,5/30/2021 12:00,5/30/2021 12:30,
Friends,4:00,5/30/2021 8:00,5/30/2021 12:00,
Eat,0:45,5/30/2021 7:15,5/30/2021 8:00,
Transport,0:15,5/30/2021 7:00,5/30/2021 7:15,
Sleep-ternet,0:21,5/30/2021 6:38,5/30/2021 7:00,
Sleep,9:16,5/29/2021 21:22,5/30/2021 6:38,
Sleep-ternet,0:22,5/29/2021 20:59,5/29/2021 21:22,
Internet,2:04,5/29/2021 18:55,5/29/2021 20:59,
Eat,0:29,5/29/2021 18:25,5/29/2021 18:55,
"""Reading""",0:19,5/29/2021 18:05,5/29/2021 18:25,
Thesis,0:45,5/29/2021 17:20,5/29/2021 18:05,
Internet,0:11,5/29/2021 17:08,5/29/2021 17:20,
Friends,1:22,5/29/2021 15:45,5/29/2021 17:08,
Housework,0:18,5/29/2021 15:27,5/29/2021 15:45,
Thesis,1:27,5/29/2021 14:00,5/29/2021 15:27,
Eat,0:15,5/29/2021 13:45,5/29/2021 14:00,
Shop,0:15,5/29/2021 13:30,5/29/2021 13:45,
Internet,1:00,5/29/2021 12:30,5/29/2021 13:30,
Nap,1:00,5/29/2021 11:30,5/29/2021 12:30,
Entertainment,1:09,5/29/2021 10:20,5/29/2021 11:30,
Internet,0:29,5/29/2021 9:50,5/29/2021 10:20,
Thesis,1:02,5/29/2021 8:47,5/29/2021 9:50,
Housework,0:07,5/29/2021 8:40,5/29/2021 8:47,
Getting Ready,0:16,5/29/2021 8:23,5/29/2021 8:40,
Sport,1:13,5/29/2021 7:10,5/29/2021 8:23,
Thesis,0:25,5/29/2021 6:45,5/29/2021 7:10,
Eat,0:20,5/29/2021 6:25,5/29/2021 6:45,
Sleep-ternet,0:33,5/29/2021 5:51,5/29/2021 6:25,
Sleep,6:50,5/28/2021 23:00,5/29/2021 5:51,
Sleep-ternet,0:45,5/28/2021 22:15,5/28/2021 23:00,
Thesis,1:54,5/28/2021 20:20,5/28/2021 22:15,
Internet,2:44,5/28/2021 17:35,5/28/2021 20:20,
Linda,1:50,5/28/2021 15:45,5/28/2021 17:35,
"""Reading""",0:20,5/28/2021 15:24,5/28/2021 15:45,
Relaxing,0:29,5/28/2021 14:55,5/28/2021 15:24,
Thesis,1:04,5/28/2021 13:50,5/28/2021 14:55,
Eat,0:19,5/28/2021 13:31,5/28/2021 13:50,
Entertainment,3:03,5/28/2021 10:27,5/28/2021 13:31,
Thesis,0:27,5/28/2021 10:00,5/28/2021 10:27,
Friends,0:38,5/28/2021 9:21,5/28/2021 10:00,
Thesis,1:42,5/28/2021 7:39,5/28/2021 9:21,
Admin,0:00,5/28/2021 7:39,5/28/2021 7:39,
Eat,0:10,5/28/2021 7:28,5/28/2021 7:39,
Thesis,1:12,5/28/2021 6:16,5/28/2021 7:28,
Meeting,0:16,5/28/2021 6:00,5/28/2021 6:16,
Sleep-ternet,0:10,5/28/2021 5:50,5/28/2021 6:00,
Sleep,5:10,5/28/2021 0:39,5/28/2021 5:50,
Sleep,0:39,5/27/2021 23:59,5/28/2021 0:39,
Sleep-ternet,0:40,5/27/2021 23:18,5/27/2021 23:59,
Thesis,1:06,5/27/2021 22:12,5/27/2021 23:18,
Internet,1:03,5/27/2021 21:09,5/27/2021 22:12,
Thesis,3:59,5/27/2021 17:09,5/27/2021 21:09,
"""Reading""",0:15,5/27/2021 16:54,5/27/2021 17:09,
Friends,0:44,5/27/2021 16:10,5/27/2021 16:54,
Thesis,2:50,5/27/2021 13:20,5/27/2021 16:10,
Gaming,1:20,5/27/2021 12:00,5/27/2021 13:20,
Eat,0:29,5/27/2021 11:30,5/27/2021 12:00,
Gaming,0:00,5/27/2021 11:30,5/27/2021 11:30,
Shop,1:28,5/27/2021 10:01,5/27/2021 11:30,
Getting Ready,0:26,5/27/2021 9:35,5/27/2021 10:01,
Gaming,1:26,5/27/2021 8:08,5/27/2021 9:35,
Housework,0:08,5/27/2021 8:00,5/27/2021 8:08,
"""Reading""",0:20,5/27/2021 7:39,5/27/2021 8:00,
Sleep-ternet,0:16,5/27/2021 7:23,5/27/2021 7:39,
Gaming,0:00,5/27/2021 7:23,5/27/2021 7:23,
Sleep,8:41,5/26/2021 22:41,5/27/2021 7:23,
Sleep-ternet,0:29,5/26/2021 22:11,5/26/2021 22:41,
Thesis,0:22,5/26/2021 21:49,5/26/2021 22:11,
Gaming,1:48,5/26/2021 20:00,5/26/2021 21:49,
Housework,0:39,5/26/2021 19:20,5/26/2021 20:00,
Thesis,0:21,5/26/2021 18:59,5/26/2021 19:20,
"""Reading""",0:15,5/26/2021 18:44,5/26/2021 18:59,
Thesis,0:04,5/26/2021 18:40,5/26/2021 18:44,
Internet,0:15,5/26/2021 18:25,5/26/2021 18:40,
Thesis,0:49,5/26/2021 17:35,5/26/2021 18:25,
Eat,0:25,5/26/2021 17:10,5/26/2021 17:35,
Thesis,0:55,5/26/2021 16:15,5/26/2021 17:10,
Gaming,1:20,5/26/2021 14:55,5/26/2021 16:15,
Shop,0:32,5/26/2021 14:22,5/26/2021 14:55,
Internet,0:19,5/26/2021 14:02,5/26/2021 14:22,
Getting Ready,0:22,5/26/2021 13:40,5/26/2021 14:02,
Friends,0:50,5/26/2021 12:50,5/26/2021 13:40,
Relaxing,0:36,5/26/2021 12:13,5/26/2021 12:50,
Gaming,1:00,5/26/2021 11:13,5/26/2021 12:13,
Thesis,0:50,5/26/2021 10:22,5/26/2021 11:13,
Thesis,0:13,5/26/2021 10:09,5/26/2021 10:22,
Internet,0:39,5/26/2021 9:30,5/26/2021 10:09,
Thesis,1:04,5/26/2021 8:25,5/26/2021 9:30,
Sleep-ternet,0:04,5/26/2021 8:21,5/26/2021 8:25,
Internet,0:07,5/26/2021 8:14,5/26/2021 8:21,
Thesis,0:47,5/26/2021 7:26,5/26/2021 8:14,
Eat,0:08,5/26/2021 7:18,5/26/2021 7:26,
Sleep-ternet,1:31,5/26/2021 5:46,5/26/2021 7:18,
Sleep,7:30,5/25/2021 22:16,5/26/2021 5:46,
Sleep-ternet,0:12,5/25/2021 22:03,5/25/2021 22:16,
Thesis,0:33,5/25/2021 21:30,5/25/2021 22:03,
Gaming,1:30,5/25/2021 20:00,5/25/2021 21:30,
